anchor_start,anchor_end,cause_start,cause_end,modifier,raw_line
B980,B980,B980,B980,,B980
B980,B980,C000,C969,,C000 - C969
B981,B981,B200,B206,,B200 - B206
B981,B981,B208,B208,,B208
B981,B981,B210,B222,,B210 - B222
B981,B981,B230,B238,,B230 - B238
B981,B981,B981,B981,,B981
B981,B981,C000,C969,,C000 - C969
B99,B99,A000,R002,,A000 - R002
B99,B99,R008,U049,,R008 - U049
B99,B99,U071,U079,,U071 - U079
B99,B99,U099,U109,,U099 - U109
B99,B99,U129,Y98,,U129 - Y98
C000,C000,C000,C000,,C000
C001,C001,C001,C001,,C001
C002,C002,C002,C002,,C002
C003,C003,C003,C003,,C003
C004,C004,C004,C004,,C004
C005,C005,C005,C005,,C005
C006,C006,C006,C006,,C006
C008,C008,C008,C008,,C008
C009,C009,C009,C009,,C009
C01,C01,C01,C01,,C01
C020,C020,C020,C020,,C020
C021,C021,C021,C021,,C021
C022,C022,C022,C022,,C022
C023,C023,C023,C023,,C023
C024,C024,C024,C024,,C024
C028,C028,C028,C028,,C028
C029,C029,C029,C029,,C029
C030,C030,C030,C030,,C030
C031,C031,C031,C031,,C031
C039,C039,C039,C039,,C039
C040,C040,C040,C040,,C040
C041,C041,C041,C041,,C041
C048,C048,C048,C048,,C048
C049,C049,C049,C049,,C049
C050,C050,C050,C050,,C050
C051,C051,C051,C051,,C051
C052,C052,C052,C052,,C052
C058,C058,C058,C058,,C058
C059,C059,C059,C059,,C059
C060,C060,C060,C060,,C060
C061,C061,C061,C061,,C061
C062,C062,C062,C062,,C062
C068,C068,C068,C068,,C068
C069,C069,C069,C069,,C069
C07,C07,C07,C07,,C07
C080,C080,C080,C080,,C080
C081,C081,C081,C081,,C081
C088,C088,C088,C088,,C088
C089,C089,C089,C089,,C089
C090,C090,C090,C090,,C090
C091,C091,C091,C091,,C091
C098,C098,C098,C098,,C098
C099,C099,C099,C099,,C099
C100,C100,B200,B24,,B200 - B24
C100,C100,C100,C100,,C100
C100,C100,R75,R75,,R75
C101,C101,B200,B24,,B200 - B24
C101,C101,C101,C101,,C101
C101,C101,R75,R75,,R75
C102,C102,B200,B24,,B200 - B24
C102,C102,C102,C102,,C102
C102,C102,R75,R75,,R75
C103,C103,B200,B24,,B200 - B24
C103,C103,C103,C103,,C103
C103,C103,R75,R75,,R75
C104,C104,B200,B24,,B200 - B24
C104,C104,C104,C104,,C104
C104,C104,R75,R75,,R75
C108,C108,B200,B24,,B200 - B24
C108,C108,C108,C108,,C108
C108,C108,R75,R75,,R75
C109,C109,B200,B24,,B200 - B24
C109,C109,C109,C109,,C109
C109,C109,R75,R75,,R75
C110,C110,C110,C110,,C110
C111,C111,C111,C111,,C111
C112,C112,C112,C112,,C112
C113,C113,C113,C113,,C113
C118,C118,C118,C118,,C118
C119,C119,C119,C119,,C119
C12,C12,C12,C12,,C12
C130,C130,C130,C130,,C130
C131,C131,C131,C131,,C131
C132,C132,C132,C132,,C132
C138,C138,C138,C138,,C138
C139,C139,C139,C139,,C139
C140,C140,C140,C140,,C140
C142,C142,C142,C142,,C142
C148,C148,C148,C148,,C148
C150,C150,C150,C150,,C150
C151,C151,C151,C151,,C151
C152,C152,C152,C152,,C152
C153,C153,C153,C153,,C153
C154,C154,C154,C154,,C154
C155,C155,C155,C155,,C155
C158,C158,C158,C158,,C158
C159,C159,C159,C159,,C159
C160,C160,C160,C160,,C160
C161,C161,C161,C161,,C161
C162,C162,C162,C162,,C162
C163,C163,C163,C163,,C163
C164,C164,C164,C164,,C164
C165,C165,C165,C165,,C165
C166,C166,C166,C166,,C166
C168,C168,C168,C168,,C168
C169,C169,C169,C169,,C169
C170,C170,C170,C170,,C170
C171,C171,C171,C171,,C171
C172,C172,C172,C172,,C172
C173,C173,C173,C173,,C173
C178,C178,C178,C178,,C178
C179,C179,C179,C179,,C179
C180,C180,C180,C180,,C180
C181,C181,C181,C181,,C181
C182,C182,C182,C182,,C182
C183,C183,C183,C183,,C183
C184,C184,C184,C184,,C184
C185,C185,C185,C185,,C185
C186,C186,C186,C186,,C186
C187,C187,C187,C187,,C187
C188,C188,C188,C188,,C188
C189,C189,C189,C189,,C189
C19,C19,C19,C19,,C19
C20,C20,C20,C20,,C20
C210,C210,B200,B24,,B200 - B24
C210,C210,C210,C210,,C210
C210,C210,R75,R75,,R75
C211,C211,B200,B24,,B200 - B24
C211,C211,C211,C211,,C211
C211,C211,R75,R75,,R75
C212,C212,B200,B24,,B200 - B24
C212,C212,C212,C212,,C212
C212,C212,R75,R75,,R75
C218,C218,B200,B24,,B200 - B24
C218,C218,C218,C218,,C218
C218,C218,R75,R75,,R75
C220,C220,C220,C220,,C220
C221,C221,C221,C221,,C221
C222,C222,C222,C222,,C222
C223,C223,C223,C223,,C223
C224,C224,C224,C224,,C224
C227,C227,C227,C227,,C227
C229,C229,C229,C229,,C229
C23,C23,C23,C23,,C23
C240,C240,C240,C240,,C240
C241,C241,C241,C241,,C241
C248,C248,C248,C248,,C248
C249,C249,C249,C249,,C249
C250,C250,C250,C250,,C250
C251,C251,C251,C251,,C251
C252,C252,C252,C252,,C252
C253,C253,C253,C253,,C253
C254,C254,C254,C254,,C254
C257,C257,C257,C257,,C257
C258,C258,C258,C258,,C258
C259,C259,C259,C259,,C259
C260,C260,C260,C260,,C260
C261,C261,C261,C261,,C261
C268,C268,C268,C268,,C268
C269,C269,C269,C269,,C269
C300,C300,C300,C300,,C300
C301,C301,C301,C301,,C301
C310,C310,C310,C310,,C310
C311,C311,C311,C311,,C311
C312,C312,C312,C312,,C312
C313,C313,C313,C313,,C313
C318,C318,C318,C318,,C318
C319,C319,C319,C319,,C319
C320,C320,C320,C320,,C320
C321,C321,C321,C321,,C321
C322,C322,C322,C322,,C322
C323,C323,C323,C323,,C323
C328,C328,C328,C328,,C328
C329,C329,C329,C329,,C329
C33,C33,C33,C33,,C33
C340,C340,C340,C340,,C340
C341,C341,C341,C341,,C341
C342,C342,C342,C342,,C342
C343,C343,C343,C343,,C343
C348,C348,C348,C348,,C348
C349,C349,C349,C349,,C349
C37,C37,C37,C37,,C37
C380,C380,C380,C380,,C380
C381,C381,C381,C381,,C381
C382,C382,C382,C382,,C382
C383,C383,C383,C383,,C383
C384,C384,C384,C384,,C384
C388,C388,C388,C388,,C388
C390,C390,C390,C390,,C390
C398,C398,C398,C398,,C398
C399,C399,C399,C399,,C399
C400,C400,C400,C400,,C400
C401,C401,C401,C401,,C401
C402,C402,C402,C402,,C402
C403,C403,C403,C403,,C403
C408,C408,C408,C408,,C408
C409,C409,C409,C409,,C409
C410,C410,C410,C410,,C410
C411,C411,C411,C411,,C411
C412,C412,C412,C412,,C412
C413,C413,C413,C413,,C413
C414,C414,C414,C414,,C414
C418,C418,C418,C418,,C418
C419,C419,C419,C419,,C419
C430,C430,C430,C430,,C430
C431,C431,C431,C431,,C431
C432,C432,C432,C432,,C432
C433,C433,C433,C433,,C433
C434,C434,C434,C434,,C434
C435,C435,C435,C435,,C435
C436,C436,C436,C436,,C436
C437,C437,C437,C437,,C437
C438,C438,C438,C438,,C438
C439,C439,C439,C439,,C439
C440,C440,C440,C440,,C440
C441,C441,C441,C441,,C441
C442,C442,C442,C442,,C442
C443,C443,C443,C443,,C443
C444,C444,C444,C444,,C444
C445,C445,C445,C445,,C445
C446,C446,C446,C446,,C446
C447,C447,C447,C447,,C447
C448,C448,C448,C448,,C448
C449,C449,C449,C449,,C449
C450,C450,C450,C450,,C450
C451,C451,C451,C451,,C451
C452,C452,C452,C452,,C452
C457,C457,C457,C457,,C457
C459,C459,C459,C459,,C459
C460,C460,B200,B24,,B200 - B24
C460,C460,C460,C460,,C460
C460,C460,R75,R75,,R75
C461,C461,B200,B24,,B200 - B24
C461,C461,C461,C461,,C461
C461,C461,R75,R75,,R75
C462,C462,B200,B24,,B200 - B24
C462,C462,C462,C462,,C462
C462,C462,R75,R75,,R75
C463,C463,B200,B24,,B200 - B24
C463,C463,C463,C463,,C463
C463,C463,R75,R75,,R75
C467,C467,B200,B24,,B200 - B24
C467,C467,C467,C467,,C467
C467,C467,R75,R75,,R75
C468,C468,B200,B24,,B200 - B24
C468,C468,C468,C468,,C468
C468,C468,R75,R75,,R75
C469,C469,B200,B24,,B200 - B24
C469,C469,C469,C469,,C469
C469,C469,R75,R75,,R75
C470,C470,C470,C470,,C470
C471,C471,C471,C471,,C471
C472,C472,C472,C472,,C472
C473,C473,C473,C473,,C473
C474,C474,C474,C474,,C474
C475,C475,C475,C475,,C475
C476,C476,C476,C476,,C476
C478,C478,C478,C478,,C478
C479,C479,C479,C479,,C479
C480,C480,C480,C480,,C480
C481,C481,C481,C481,,C481
C482,C482,C482,C482,,C482
C488,C488,C488,C488,,C488
C490,C490,C490,C490,,C490
C491,C491,C491,C491,,C491
C492,C492,C492,C492,,C492
C493,C493,C493,C493,,C493
C494,C494,C494,C494,,C494
C495,C495,C495,C495,,C495
C496,C496,C496,C496,,C496
C498,C498,C498,C498,,C498
C499,C499,C499,C499,,C499
C500,C500,C500,C500,,C500
C501,C501,C501,C501,,C501
C502,C502,C502,C502,,C502
C503,C503,C503,C503,,C503
C504,C504,C504,C504,,C504
C505,C505,C505,C505,,C505
C506,C506,C506,C506,,C506
C508,C508,C508,C508,,C508
C509,C509,C509,C509,,C509
C510,C510,B200,B24,,B200 - B24
C510,C510,C510,C510,,C510
C510,C510,R75,R75,,R75
C511,C511,B200,B24,,B200 - B24
C511,C511,C511,C511,,C511
C511,C511,R75,R75,,R75
C512,C512,B200,B24,,B200 - B24
C512,C512,C512,C512,,C512
C512,C512,R75,R75,,R75
C518,C518,B200,B24,,B200 - B24
C518,C518,C518,C518,,C518
C518,C518,R75,R75,,R75
C519,C519,B200,B24,,B200 - B24
C519,C519,C519,C519,,C519
C519,C519,R75,R75,,R75
C52,C52,B200,B24,,B200 - B24
C52,C52,C52,C52,,C52
C52,C52,R75,R75,,R75
C530,C530,B200,B24,M,B200 - B24   M
C530,C530,C530,C530,,C530
C530,C530,R75,R75,M,R75          M
C531,C531,B200,B24,M,B200 - B24   M
C531,C531,C531,C531,,C531
C531,C531,R75,R75,M,R75          M
C538,C538,B200,B24,M,B200 - B24   M
C538,C538,C538,C538,,C538
C538,C538,R75,R75,M,R75          M
C539,C539,B200,B24,M,B200 - B24   M
C539,C539,C539,C539,,C539
C539,C539,R75,R75,M,R75          M
C540,C540,C540,C540,,C540
C541,C541,C541,C541,,C541
C542,C542,C542,C542,,C542
C543,C543,C543,C543,,C543
C548,C548,C548,C548,,C548
C549,C549,C549,C549,,C549
C55,C55,C55,C55,,C55
C56,C56,C56,C56,,C56
C570,C570,C570,C570,,C570
C571,C571,C571,C571,,C571
C572,C572,C572,C572,,C572
C573,C573,C573,C573,,C573
C574,C574,C574,C574,,C574
C577,C577,C577,C577,,C577
C578,C578,C578,C578,,C578
C579,C579,C579,C579,,C579
C58,C58,C58,C58,,C58
C600,C600,B200,B24,,B200 - B24
C600,C600,C600,C600,,C600
C600,C600,R75,R75,,R75
C601,C601,B200,B24,,B200 - B24
C601,C601,C601,C601,,C601
C601,C601,R75,R75,,R75
C602,C602,B200,B24,,B200 - B24
C602,C602,C602,C602,,C602
C602,C602,R75,R75,,R75
C608,C608,B200,B24,,B200 - B24
C608,C608,C608,C608,,C608
C608,C608,R75,R75,,R75
C609,C609,B200,B24,,B200 - B24
C609,C609,C609,C609,,C609
C609,C609,R75,R75,,R75
C61,C61,C61,C61,,C61
C620,C620,C620,C620,,C620
C621,C621,C621,C621,,C621
C629,C629,C629,C629,,C629
C630,C630,C630,C630,,C630
C631,C631,C631,C631,,C631
C632,C632,C632,C632,,C632
C637,C637,C637,C637,,C637
C638,C638,C638,C638,,C638
C639,C639,C639,C639,,C639
C64,C64,C64,C64,,C64
C65,C65,C65,C65,,C65
C66,C66,C66,C66,,C66
C670,C670,C670,C670,,C670
C671,C671,C671,C671,,C671
C672,C672,C672,C672,,C672
C673,C673,C673,C673,,C673
C674,C674,C674,C674,,C674
C675,C675,C675,C675,,C675
C676,C676,C676,C676,,C676
C677,C677,C677,C677,,C677
C678,C678,C678,C678,,C678
C679,C679,C679,C679,,C679
C680,C680,C680,C680,,C680
C681,C681,C681,C681,,C681
C688,C688,C688,C688,,C688
C689,C689,C689,C689,,C689
C690,C690,C690,C690,,C690
C691,C691,C691,C691,,C691
C692,C692,C692,C692,,C692
C693,C693,C693,C693,,C693
C694,C694,C694,C694,,C694
C695,C695,C695,C695,,C695
C696,C696,C696,C696,,C696
C698,C698,C698,C698,,C698
C699,C699,C699,C699,,C699
C700,C700,C700,C700,,C700
C701,C701,C701,C701,,C701
C709,C709,C709,C709,,C709
C710,C710,C710,C710,,C710
C711,C711,C711,C711,,C711
C712,C712,C712,C712,,C712
C713,C713,C713,C713,,C713
C714,C714,C714,C714,,C714
C715,C715,C715,C715,,C715
C716,C716,C716,C716,,C716
C717,C717,C717,C717,,C717
C718,C718,C718,C718,,C718
C719,C719,C719,C719,,C719
C720,C720,C720,C720,,C720
C721,C721,C721,C721,,C721
C722,C722,C722,C722,,C722
C723,C723,C723,C723,,C723
C724,C724,C724,C724,,C724
C725,C725,C725,C725,,C725
C728,C728,C728,C728,,C728
C729,C729,C729,C729,,C729
C73,C73,C73,C73,,C73
C740,C740,C740,C740,,C740
C741,C741,C741,C741,,C741
C749,C749,C749,C749,,C749
C750,C750,C750,C750,,C750
C751,C751,C751,C751,,C751
C752,C752,C752,C752,,C752
C753,C753,C753,C753,,C753
C754,C754,C754,C754,,C754
C755,C755,C755,C755,,C755
C758,C758,C758,C758,,C758
C759,C759,C759,C759,,C759
C760,C760,C760,C760,,C760
C761,C761,C761,C761,,C761
C762,C762,C762,C762,,C762
C763,C763,C763,C763,,C763
C764,C764,C764,C764,,C764
C765,C765,C765,C765,,C765
C767,C767,C767,C767,,C767
C768,C768,C768,C768,,C768
C770,C770,C000,C770,,C000 - C770
C770,C770,C800,C969,,C800 - C969
C771,C771,C000,C768,,C000 - C768
C771,C771,C771,C771,,C771
C771,C771,C800,C969,,C800 - C969
C772,C772,C000,C768,,C000 - C768
C772,C772,C772,C772,,C772
C772,C772,C800,C969,,C800 - C969
C773,C773,C000,C768,,C000 - C768
C773,C773,C773,C773,,C773
C773,C773,C800,C969,,C800 - C969
C774,C774,C000,C768,,C000 - C768
C774,C774,C774,C774,,C774
C774,C774,C800,C969,,C800 - C969
C775,C775,C000,C768,,C000 - C768
C775,C775,C775,C775,,C775
C775,C775,C800,C969,,C800 - C969
C778,C778,C000,C768,,C000 - C768
C778,C778,C778,C778,,C778
C778,C778,C800,C969,,C800 - C969
C779,C779,C000,C768,,C000 - C768
C779,C779,C779,C779,,C779
C779,C779,C800,C969,,C800 - C969
C780,C780,C000,C768,,C000 - C768
C780,C780,C780,C780,,C780
C780,C780,C800,C969,,C800 - C969
C781,C781,C000,C768,,C000 - C768
C781,C781,C781,C781,,C781
C781,C781,C800,C969,,C800 - C969
C782,C782,C000,C768,,C000 - C768
C782,C782,C782,C782,,C782
C782,C782,C800,C969,,C800 - C969
C783,C783,C000,C768,,C000 - C768
C783,C783,C783,C783,,C783
C783,C783,C800,C969,,C800 - C969
C784,C784,C000,C768,,C000 - C768
C784,C784,C784,C784,,C784
C784,C784,C800,C969,,C800 - C969
C785,C785,C000,C768,,C000 - C768
C785,C785,C785,C785,,C785
C785,C785,C800,C969,,C800 - C969
C786,C786,C000,C768,,C000 - C768
C786,C786,C786,C786,,C786
C786,C786,C800,C969,,C800 - C969
C787,C787,C000,C768,,C000 - C768
C787,C787,C787,C787,,C787
C787,C787,C800,C969,,C800 - C969
C788,C788,C000,C768,,C000 - C768
C788,C788,C788,C788,,C788
C788,C788,C800,C969,,C800 - C969
C790,C790,C000,C768,,C000 - C768
C790,C790,C790,C790,,C790
C790,C790,C800,C969,,C800 - C969
C791,C791,C000,C768,,C000 - C768
C791,C791,C791,C791,,C791
C791,C791,C800,C969,,C800 - C969
C792,C792,C000,C768,,C000 - C768
C792,C792,C792,C792,,C792
C792,C792,C800,C969,,C800 - C969
C793,C793,C000,C768,,C000 - C768
C793,C793,C793,C793,,C793
C793,C793,C800,C969,,C800 - C969
C794,C794,C000,C768,,C000 - C768
C794,C794,C794,C794,,C794
C794,C794,C800,C969,,C800 - C969
C795,C795,C000,C768,,C000 - C768
C795,C795,C795,C795,,C795
C795,C795,C800,C969,,C800 - C969
C796,C796,C000,C768,,C000 - C768
C796,C796,C796,C796,,C796
C796,C796,C800,C969,,C800 - C969
C797,C797,C000,C768,,C000 - C768
C797,C797,C797,C797,,C797
C797,C797,C800,C969,,C800 - C969
C798,C798,C000,C768,,C000 - C768
C798,C798,C798,C969,,C798 - C969
C799,C799,C000,C768,,C000 - C768
C799,C799,C799,C969,,C799 - C969
C800,C800,C800,C800,,C800
C809,C809,C000,C768,,C000 - C768
C809,C809,C800,C969,,C800 - C969
C810,C866,B200,B24,M,B200 - B24   M
C810,C866,C810,C969,,C810 - C969
C810,C866,R75,R75,M,R75          M
C880,C969,C810,C969,,C810 - C969
C97,C97,C97,C97,,C97
D000,D000,D000,D000,,D000
D001,D001,D001,D001,,D001
D002,D002,D002,D002,,D002
D010,D010,D010,D010,,D010
D011,D011,D011,D011,,D011
D012,D012,D012,D012,,D012
D013,D013,D013,D013,,D013
D014,D014,D014,D014,,D014
D015,D015,D015,D015,,D015
D017,D017,D017,D017,,D017
D019,D019,D019,D019,,D019
D020,D020,D020,D020,,D020
D021,D021,D021,D021,,D021
D022,D022,D022,D022,,D022
D023,D023,D023,D023,,D023
D024,D024,D024,D024,,D024
D030,D030,D030,D030,,D030
D031,D031,D031,D031,,D031
D032,D032,D032,D032,,D032
D033,D033,D033,D033,,D033
D034,D034,D034,D034,,D034
D035,D035,D035,D035,,D035
D036,D036,D036,D036,,D036
D037,D037,D037,D037,,D037
D038,D038,D038,D038,,D038
D039,D039,D039,D039,,D039
D040,D040,D040,D040,,D040
D041,D041,D041,D041,,D041
D042,D042,D042,D042,,D042
D043,D043,D043,D043,,D043
D044,D044,D044,D044,,D044
D045,D045,D045,D045,,D045
D046,D046,D046,D046,,D046
D047,D047,D047,D047,,D047
D048,D048,D048,D048,,D048
D049,D049,D049,D049,,D049
D050,D050,D050,D050,,D050
D051,D051,D051,D051,,D051
D057,D057,D057,D057,,D057
D059,D059,D059,D059,,D059
D060,D060,D060,D060,,D060
D061,D061,D061,D061,,D061
D067,D067,D067,D067,,D067
D069,D069,D069,D069,,D069
D070,D070,D070,D070,,D070
D071,D071,D071,D071,,D071
D072,D072,D072,D072,,D072
D073,D073,D073,D073,,D073
D074,D074,D074,D074,,D074
D075,D075,D075,D075,,D075
D076,D076,D076,D076,,D076
D090,D090,D090,D090,,D090
D091,D091,D091,D091,,D091
D092,D092,D092,D092,,D092
D093,D093,D093,D093,,D093
D097,D097,D097,D097,,D097
D099,D099,D099,D099,,D099
D100,D100,D100,D100,,D100
D101,D101,D101,D101,,D101
D102,D102,D102,D102,,D102
D103,D103,D103,D103,,D103
D104,D104,D104,D104,,D104
D105,D105,D105,D105,,D105
D106,D106,D106,D106,,D106
D107,D107,D107,D107,,D107
D109,D109,D109,D109,,D109
D110,D110,D110,D110,,D110
D117,D117,D117,D117,,D117
D119,D119,D119,D119,,D119
D120,D120,D120,D120,,D120
D121,D121,D121,D121,,D121
D122,D122,D122,D122,,D122
D123,D123,D123,D123,,D123
D124,D124,D124,D124,,D124
D125,D125,D125,D125,,D125
D126,D126,D126,D126,,D126
D127,D127,D127,D127,,D127
D128,D128,D128,D128,,D128
D129,D129,D129,D129,,D129
D130,D130,D130,D130,,D130
D131,D131,A539,A539,,A539
D131,D131,D131,D131,,D131
D132,D132,D132,D132,,D132
D133,D133,D133,D133,,D133
D134,D134,D134,D134,,D134
D135,D135,D135,D135,,D135
D136,D136,D136,D136,,D136
D137,D137,D137,D137,,D137
D139,D139,D139,D139,,D139
D140,D140,D140,D140,,D140
D141,D141,D141,D141,,D141
D142,D142,D142,D142,,D142
D143,D143,D143,D143,,D143
D144,D144,D144,D144,,D144
D150,D150,D150,D150,,D150
D151,D151,D151,D151,,D151
D152,D152,D152,D152,,D152
D157,D157,D157,D157,,D157
D159,D159,D159,D159,,D159
D160,D160,D160,D160,,D160
D161,D161,D161,D161,,D161
D162,D162,D162,D162,,D162
D163,D163,D163,D163,,D163
D164,D164,D164,D164,,D164
D165,D165,D165,D165,,D165
D166,D166,D166,D166,,D166
D167,D167,D167,D167,,D167
D168,D168,D168,D168,,D168
D169,D169,D169,D169,,D169
D170,D170,D170,D170,,D170
D171,D171,D171,D171,,D171
D172,D172,D172,D172,,D172
D173,D173,D173,D173,,D173
D174,D174,D174,D174,,D174
D175,D175,D175,D175,,D175
D176,D176,D176,D176,,D176
D177,D177,D177,D177,,D177
D179,D179,D179,D179,,D179
D180,D180,B200,B24,,B200 - B24
D180,D180,D180,D180,,D180
D180,D180,R54,R54,,R54
D180,D180,R75,R75,,R75
D181,D181,D181,D181,,D181
D190,D190,D190,D190,,D190
D191,D191,D191,D191,,D191
D197,D197,D197,D197,,D197
D199,D199,D199,D199,,D199
D200,D200,D200,D200,,D200
D201,D201,D201,D201,,D201
D210,D210,D210,D210,,D210
D211,D211,D211,D211,,D211
D212,D212,D212,D212,,D212
D213,D213,D213,D213,,D213
D214,D214,D214,D214,,D214
D215,D215,D215,D215,,D215
D216,D216,D216,D216,,D216
D219,D219,D219,D219,,D219
D220,D220,D220,D220,,D220
D221,D221,D221,D221,,D221
D222,D222,D222,D222,,D222
D223,D223,D223,D223,,D223
D224,D224,D224,D224,,D224
D225,D225,D225,D225,,D225
D226,D226,D226,D226,,D226
D227,D227,D227,D227,,D227
D229,D229,D229,D229,,D229
D230,D230,D230,D230,,D230
D231,D231,D231,D231,,D231
D232,D232,D232,D232,,D232
D233,D233,D233,D233,,D233
D234,D234,D234,D234,,D234
D235,D235,D235,D235,,D235
D236,D236,D236,D236,,D236
D237,D237,D237,D237,,D237
D239,D239,D239,D239,,D239
D24,D24,D24,D24,,D24
D250,D250,D250,D250,,D250
D251,D251,D251,D251,,D251
D252,D252,D252,D252,,D252
D259,D259,D259,D259,,D259
D260,D260,D260,D260,,D260
D261,D261,D261,D261,,D261
D267,D267,D267,D267,,D267
D269,D269,D269,D269,,D269
D27,D27,D27,D27,,D27
D280,D280,D280,D280,,D280
D281,D281,D281,D281,,D281
D282,D282,D282,D282,,D282
D287,D287,D287,D287,,D287
D289,D289,D289,D289,,D289
D290,D290,D290,D290,,D290
D291,D291,D291,D291,,D291
D292,D292,D292,D292,,D292
D293,D293,D293,D293,,D293
D294,D294,D294,D294,,D294
D297,D297,D297,D297,,D297
D299,D299,D299,D299,,D299
D300,D300,D300,D300,,D300
D301,D301,D301,D301,,D301
D302,D302,D302,D302,,D302
D303,D303,D303,D303,,D303
D304,D304,D304,D304,,D304
D307,D307,D307,D307,,D307
D309,D309,D309,D309,,D309
D310,D310,D310,D310,,D310
D311,D311,D311,D311,,D311
D312,D312,D312,D312,,D312
D313,D313,D313,D313,,D313
D314,D314,D314,D314,,D314
D315,D315,D315,D315,,D315
D316,D316,D316,D316,,D316
D319,D319,D319,D319,,D319
D320,D320,D320,D320,,D320
D321,D321,D321,D321,,D321
D329,D329,D329,D329,,D329
D330,D330,D330,D330,,D330
D331,D331,D331,D331,,D331
D332,D332,D332,D332,,D332
D333,D333,D333,D333,,D333
D334,D334,D334,D334,,D334
D337,D337,D337,D337,,D337
D339,D339,D339,D339,,D339
D34,D34,D34,D34,,D34
D350,D350,D350,D350,,D350
D351,D351,D351,D351,,D351
D352,D352,D352,D352,,D352
D353,D353,D353,D353,,D353
D354,D354,D354,D354,,D354
D355,D355,D355,D355,,D355
D356,D356,D356,D356,,D356
D357,D357,D357,D357,,D357
D358,D358,D358,D358,,D358
D359,D359,D359,D359,,D359
D360,D360,D360,D360,,D360
D361,D361,D361,D361,,D361
D367,D367,D367,D367,,D367
D369,D369,D369,D369,,D369
D370,D370,D370,D370,,D370
D371,D371,D371,D371,,D371
D372,D372,D372,D372,,D372
D373,D373,D373,D373,,D373
D374,D374,D374,D374,,D374
D375,D375,D375,D375,,D375
D376,D376,D376,D376,,D376
D377,D377,D377,D377,,D377
D379,D379,D379,D379,,D379
D380,D380,D380,D380,,D380
D381,D381,D381,D381,,D381
D382,D382,D382,D382,,D382
D383,D383,D383,D383,,D383
D384,D384,D384,D384,,D384
D385,D385,D385,D385,,D385
D386,D386,D386,D386,,D386
D390,D390,D390,D390,,D390
D391,D391,D391,D391,,D391
D392,D392,D392,D392,,D392
D397,D397,D397,D397,,D397
D399,D399,D399,D399,,D399
D400,D400,D400,D400,,D400
D401,D401,D401,D401,,D401
D407,D407,D407,D407,,D407
D409,D409,D409,D409,,D409
D410,D410,D410,D410,,D410
D411,D411,D411,D411,,D411
D412,D412,D412,D412,,D412
D413,D413,D413,D413,,D413
D414,D414,D414,D414,,D414
D417,D417,D417,D417,,D417
D419,D419,D419,D419,,D419
D420,D420,D420,D420,,D420
D421,D421,D421,D421,,D421
D429,D429,D429,D429,,D429
D430,D430,D430,D430,,D430
D431,D431,D431,D431,,D431
D432,D432,D432,D432,,D432
D433,D433,D433,D433,,D433
D434,D434,D434,D434,,D434
D437,D437,D437,D437,,D437
D439,D439,D439,D439,,D439
D440,D440,D440,D440,,D440
D441,D441,D441,D441,,D441
D442,D442,D442,D442,,D442
D443,D443,D443,D443,,D443
D444,D444,D444,D444,,D444
D445,D445,D445,D445,,D445
D446,D446,D446,D446,,D446
D447,D447,D447,D447,,D447
D448,D448,D448,D448,,D448
D449,D449,D449,D449,,D449
D45,D45,D45,D45,,D45
D460,D460,C000,C97,,C000 - C97
D460,D460,D460,D460,,D460
D460,D460,U129,U129,,U129
D460,D460,Y400,Y599,,Y400 - Y599
D460,D460,Y880,Y880,,Y880
D461,D461,C000,C97,,C000 - C97
D461,D461,D461,D461,,D461
D461,D461,U129,U129,,U129
D461,D461,Y400,Y599,,Y400 - Y599
D461,D461,Y880,Y880,,Y880
D462,D462,C000,C97,,C000 - C97
D462,D462,D462,D462,,D462
D462,D462,U129,U129,,U129
D462,D462,Y400,Y599,,Y400 - Y599
D462,D462,Y880,Y880,,Y880
D464,D464,C000,C97,,C000 - C97
D464,D464,D464,D464,,D464
D464,D464,U129,U129,,U129
D464,D464,Y400,Y599,,Y400 - Y599
D464,D464,Y880,Y880,,Y880
D465,D465,C000,C97,,C000 - C97
D465,D465,D465,D465,,D465
D465,D465,U129,U129,,U129
D465,D465,Y400,Y599,,Y400 - Y599
D465,D465,Y880,Y880,,Y880
D466,D466,C000,C97,,C000 - C97
D466,D466,D466,D466,,D466
D466,D466,U129,U129,,U129
D466,D466,Y400,Y599,,Y400 - Y599
D466,D466,Y880,Y880,,Y880
D467,D467,C000,C97,,C000 - C97
D467,D467,D467,D467,,D467
D467,D467,U129,U129,,U129
D467,D467,Y400,Y599,,Y400 - Y599
D467,D467,Y880,Y880,,Y880
D469,D469,C000,C97,,C000 - C97
D469,D469,D469,D469,,D469
D469,D469,U129,U129,,U129
D469,D469,Y400,Y599,M,Y400 - Y599  M
D469,D469,Y880,Y880,M,Y880         M
D470,D470,D470,D470,,D470
D471,D471,C000,C969,,C000 - C969
D471,D471,D471,D471,,D471
D472,D472,D472,D472,,D472
D473,D473,C180,C189,,C180 - C189
D473,D473,D473,D473,,D473
D474,D474,D45,D45,,D45
D474,D474,D473,D474,,D473 - D474
D474,D474,Y431,Y434,,Y431 - Y434
D474,D474,Y632,Y632,,Y632
D474,D474,Y640,Y649,,Y640 - Y649
D474,D474,Y842,Y842,,Y842
D474,D474,Y881,Y881,,Y881
D475,D475,C810,C969,,C810 - C969
D475,D475,D475,D475,,D475
