anchor,rule_type,modifier,source_start,source_end,target,raw_body,page
A009,SMP,,A000,A001,,A000 - A001,1
A010,DSC,,B200,B200,B207,B200 B207,1
A010,DS,,B201,B201,,B201,1
A010,DSC,,B202,B206,B207,B202 - B206 B207,1
A010,DS,,B207,B207,,B207,1
A010,DSC,,B208,B208,B207,B208 B207,1
A010,DSC,,B209,B209,B201,B209 B201,1
A010,DSC,,B210,B222,B227,B210 - B222 B227,1
A010,DS,,B227,B227,,B227,1
A010,DSC,,B230,B232,B227,B230 - B232 B227,1
A010,DSC,,B238,B24,B201,B238 - B24 B201,1
A014,SMP,,A010,A013,,A010 - A013,1
A014,DSC,,B200,B200,B207,B200 B207,1
A014,DS,,B201,B201,,B201,1
A014,DSC,,B202,B206,B207,B202 - B206 B207,1
A014,DS,,B207,B207,,B207,1
A014,DSC,,B208,B208,B207,B208 B207,1
A014,DSC,,B209,B209,B201,B209 B201,1
A014,DSC,,B210,B222,B227,B210 - B222 B227,1
A014,DS,,B227,B227,,B227,1
A014,DSC,,B230,B232,B227,B230 - B232 B227,1
A014,DSC,,B238,B24,B201,B238 - B24 B201,1
A020,DSC,,B200,B200,B207,B200 B207,1
A020,DS,,B201,B201,,B201,1
A020,DSC,,B202,B206,B207,B202 - B206 B207,1
A020,DS,,B207,B207,,B207,1
A020,DSC,,B208,B208,B207,B208 B207,1
A020,DSC,,B209,B209,B201,B209 B201,1
A020,DSC,,B210,B222,B227,B210 - B222 B227,1
A020,DS,,B227,B227,,B227,1
A020,DSC,,B230,B232,B227,B230 - B232 B227,1
A020,DSC,,B238,B24,B201,B238 - B24 B201,1
A021,LMC,,B200,B200,B207,B200 B207,1
A021,LMC,,B202,B206,B207,B202 - B206 B207,1
A021,LMP,,B207,B207,,B207,1
A021,LMC,,B208,B208,B207,B208 B207,1
A021,LMC,,B210,B222,B227,B210 - B222 B227,1
A021,LMP,,B227,B227,,B227,1
A021,LMC,,B230,B232,B227,B230 - B232 B227,1
A021,LMC,,B238,B24,B201,B238 - B24 B201,1
A021,DSC,,R75,R75,B201,R75 B201,1
A021,LMC,,R75,R75,B201,R75 B201,1
A022,DSC,,B200,B200,B207,B200 B207,1
A022,DS,,B201,B201,,B201,1
A022,DSC,,B202,B206,B207,B202 - B206 B207,1
A022,DS,,B207,B207,,B207,1
A022,DSC,,B208,B208,B207,B208 B207,1
A022,DSC,,B209,B209,B201,B209 B201,1
A022,DSC,,B210,B222,B227,B210 - B222 B227,1
A022,DS,,B227,B227,,B227,1
A022,DSC,,B230,B232,B227,B230 - B232 B227,1
A022,DSC,,B238,B24,B201,B238 - B24 B201,1
A029,SMP,,A020,A028,,A020 - A028,1
A029,LMC,,A090,A099,A020,A090 - A099 A020,1
A029,LMC,,A400,A419,A021,A400 - A419 A021,1
A029,DSC,,B200,B200,B207,B200 B207,1
A029,DS,,B201,B201,,B201,1
A029,DSC,,B202,B206,B207,B202 - B206 B207,1
A029,DS,,B207,B207,,B207,1
A029,DSC,,B208,B208,B207,B208 B207,1
A029,DSC,,B209,B209,B201,B209 B201,1
A029,DSC,,B210,B222,B227,B210 - B222 B227,1
A029,DS,,B227,B227,,B227,1
A029,DSC,,B230,B232,B227,B230 - B232 B227,1
A029,DSC,,B238,B24,B201,B238 - B24 B201,1
A029,LMC,,G030,G039,A022,G030 - G039 A022,1
A029,LMC,,J13,J189,A022,J13 - J189 A022,1
A029,LMC,,K529,K529,A020,K529 A020,1
A029,LMC,,M130,M139,A022,M130 - M139 A022,1
A029,LMC,,M860,M869,A022,M860 - M869 A022,1
A029,LMC,,N12,N12,A022,N12 A022,1
A030,DSC,,B200,B200,B207,B200 B207,1
A030,DS,,B201,B201,,B201,1
A030,DSC,,B202,B206,B207,B202 - B206 B207,1
A030,DS,,B207,B207,,B207,1
A030,DSC,,B208,B208,B207,B208 B207,1
A030,DSC,,B209,B209,B201,B209 B201,1
A030,DSC,,B210,B222,B227,B210 - B222 B227,1
A030,DS,,B227,B227,,B227,1
A030,DSC,,B230,B232,B227,B230 - B232 B227,1
A030,DSC,,B238,B24,B201,B238 - B24 B201,1
A039,SMP,,A030,A038,,A030 - A038,1
A039,DSC,,B200,B200,B207,B200 B207,1
A039,DS,,B201,B201,,B201,1
A039,DSC,,B202,B206,B207,B202 - B206 B207,1
A039,DS,,B207,B207,,B207,1
A039,DSC,,B208,B208,B207,B208 B207,2
A039,DSC,,B209,B209,B201,B209 B201,2
A039,DSC,,B210,B222,B227,B210 - B222 B227,2
A039,DS,,B227,B227,,B227,2
A039,DSC,,B230,B232,B227,B230 - B232 B227,2
A039,DSC,,B238,B24,B201,B238 - B24 B201,2
A040,DSC,,B200,B200,B207,B200 B207,2
A040,DS,,B201,B201,,B201,2
A040,DSC,,B202,B206,B207,B202 - B206 B207,2
A040,DS,,B207,B207,,B207,2
A040,DSC,,B208,B208,B207,B208 B207,2
A040,DSC,,B209,B209,B201,B209 B201,2
A040,DSC,,B210,B222,B227,B210 - B222 B227,2
A040,DS,,B227,B227,,B227,2
A040,DSC,,B230,B232,B227,B230 - B232 B227,2
A040,DSC,,B238,B24,B201,B238 - B24 B201,2
A047,DSC,,B200,B200,B207,B200 B207,2
A047,DS,,B201,B201,,B201,2
A047,DSC,,B202,B206,B207,B202 - B206 B207,2
A047,DS,,B207,B207,,B207,2
A047,DSC,,B208,B208,B207,B208 B207,2
A047,DSC,,B209,B209,B201,B209 B201,2
A047,DSC,,B210,B222,B227,B210 - B222 B227,2
A047,DS,,B227,B227,,B227,2
A047,DSC,,B230,B232,B227,B230 - B232 B227,2
A047,DSC,,B238,B24,B201,B238 - B24 B201,2
A047,DS,,T360,T371,,T360 - T371,2
A047,DS,,T378,T379,,T378 - T379,2
A047,DS,,Y401,Y419,,Y401 - Y419,2
A048,DSC,,B200,B200,B207,B200 B207,2
A048,DS,,B201,B201,,B201,2
A048,DSC,,B202,B206,B207,B202 - B206 B207,2
A048,DS,,B207,B207,,B207,2
A048,DSC,,B208,B208,B207,B208 B207,2
A048,DSC,,B209,B209,B201,B209 B201,2
A048,DSC,,B210,B222,B227,B210 - B222 B227,2
A048,DS,,B227,B227,,B227,2
A048,DSC,,B230,B232,B227,B230 - B232 B227,2
A048,DSC,,B238,B24,B201,B238 - B24 B201,2
A049,SMP,,A040,A048,,A040 - A048,2
A049,DSC,,B200,B200,B207,B200 B207,2
A049,DS,,B201,B201,,B201,2
A049,DSC,,B202,B206,B207,B202 - B206 B207,2
A049,DS,,B207,B207,,B207,2
A049,DSC,,B208,B208,B207,B208 B207,2
A049,DSC,,B209,B209,B201,B209 B201,2
A049,DSC,,B210,B222,B227,B210 - B222 B227,2
A049,DS,,B227,B227,,B227,2
A049,DSC,,B230,B232,B227,B230 - B232 B227,2
A049,DSC,,B238,B24,B201,B238 - B24 B201,2
A050,DSC,,B200,B200,B207,B200 B207,2
A050,DS,,B201,B201,,B201,2
A050,DSC,,B202,B206,B207,B202 - B206 B207,2
A050,DS,,B207,B207,,B207,2
A050,DSC,,B208,B208,B207,B208 B207,2
A050,DSC,,B209,B209,B201,B209 B201,2
A050,DSC,,B210,B222,B227,B210 - B222 B227,2
A050,DS,,B227,B227,,B227,2
A050,DSC,,B230,B232,B227,B230 - B232 B227,2
A050,DSC,,B238,B24,B201,B238 - B24 B201,2
A059,SMP,,A050,A058,,A050 - A058,2
A059,DSC,,B200,B200,B207,B200 B207,2
A059,DS,,B201,B201,,B201,2
A059,DSC,,B202,B206,B207,B202 - B206 B207,2
A059,DS,,B207,B207,,B207,2
A059,DSC,,B208,B208,B207,B208 B207,2
A059,DSC,,B209,B209,B201,B209 B201,2
A059,DSC,,B210,B222,B227,B210 - B222 B227,2
A059,DS,,B227,B227,,B227,2
A059,DSC,,B230,B232,B227,B230 - B232 B227,2
A059,DSC,,B238,B24,B201,B238 - B24 B201,2
A060,DSC,,B200,B206,B207,B200 - B206 B207,2
A060,DS,,B207,B208,,B207 - B208,2
A060,DSC,,B209,B209,B208,B209 B208,2
A060,DSC,,B210,B222,B227,B210 - B222 B227,2
A060,DS,,B227,B227,,B227,2
A060,DSC,,B230,B232,B227,B230 - B232 B227,2
A060,DSC,,B238,B24,B208,B238 - B24 B208,2
A061,DSC,,B200,B206,B207,B200 - B206 B207,2
A061,DS,,B207,B208,,B207 - B208,2
A061,DSC,,B209,B209,B208,B209 B208,2
A061,DSC,,B210,B222,B227,B210 - B222 B227,2
A061,DS,,B227,B227,,B227,3
A061,DSC,,B230,B232,B227,B230 - B232 B227,3
A061,DSC,,B238,B24,B208,B238 - B24 B208,3
A061,LMC,,D733,D733,A068,D733 A068,3
A061,LMC,M,G060,G060,A066,M G060 A066,3
A061,LMC,,J852,J852,A065,J852 A065,3
A061,LMC,,K750,K750,A064,K750 A064,3
A061,LMC,M,L020,L029,A064,M L020 - L029 A064,3
A062,DSC,,B200,B206,B207,B200 - B206 B207,3
A062,DS,,B207,B208,,B207 - B208,3
A062,DSC,,B209,B209,B208,B209 B208,3
A062,DSC,,B210,B222,B227,B210 - B222 B227,3
A062,DS,,B227,B227,,B227,3
A062,DSC,,B230,B232,B227,B230 - B232 B227,3
A062,DSC,,B238,B24,B208,B238 - B24 B208,3
A062,LMC,M,G060,G060,A066,M G060 A066,3
A064,SMP,,A065,A066,,A065 - A066,3
A064,DSC,,B200,B206,B207,B200 - B206 B207,3
A064,DS,,B207,B208,,B207 - B208,3
A064,DSC,,B209,B209,B208,B209 B208,3
A064,DSC,,B210,B222,B227,B210 - B222 B227,3
A064,DS,,B227,B227,,B227,3
A064,DSC,,B230,B232,B227,B230 - B232 B227,3
A064,DSC,,B238,B24,B208,B238 - B24 B208,3
A064,LMC,,G060,G060,A066,G060 A066,3
A064,LMC,,J852,J852,A065,J852 A065,3
A065,SMP,,A066,A066,,A066,3
A065,DSC,,B200,B206,B207,B200 - B206 B207,3
A065,DS,,B207,B208,,B207 - B208,3
A065,DSC,,B209,B209,B208,B209 B208,3
A065,DSC,,B210,B222,B227,B210 - B222 B227,3
A065,DS,,B227,B227,,B227,3
A065,DSC,,B230,B232,B227,B230 - B232 B227,3
A065,DSC,,B238,B24,B208,B238 - B24 B208,3
A065,LMC,,G060,G060,A066,G060 A066,3
A066,DSC,,B200,B206,B207,B200 - B206 B207,3
A066,DS,,B207,B208,,B207 - B208,3
A066,DSC,,B209,B209,B208,B209 B208,3
A066,DSC,,B210,B222,B227,B210 - B222 B227,3
A066,DS,,B227,B227,,B227,3
A066,DSC,,B230,B232,B227,B230 - B232 B227,3
A066,DSC,,B238,B24,B208,B238 - B24 B208,3
A069,SMP,,A060,A068,,A060 - A068,3
A069,SDC,,A090,A099,A060,A090 - A099 A060,3
A069,DSC,,B200,B206,B207,B200 - B206 B207,3
A069,DS,,B207,B208,,B207 - B208,3
A069,DSC,,B209,B209,B208,B209 B208,3
A069,DSC,,B210,B222,B227,B210 - B222 B227,3
A069,DS,,B227,B227,,B227,3
A069,DSC,,B230,B232,B227,B230 - B232 B227,3
A069,DSC,,B238,B24,B208,B238 - B24 B208,3
A069,LMC,,D733,D733,A068,D733 A068,3
A069,LMC,M,G060,G060,A066,M G060 A066,3
A069,LMC,,J852,J852,A065,J852 A065,3
A069,SDC,,K352,K37,A068,K352 - K37 A068,3
A069,SDC,,K529,K529,A060,K529 A060,3
A069,SDC,M,K628,K628,A060,M K628 A060,3
A069,SDC,,K633,K633,A061,K633 A061,3
A069,LMC,,K750,K750,A064,K750 A064,3
A069,SDC,,K759,K759,A064,K759 A064,3
A069,LMC,M,L020,L029,A067,M L020 - L029 A067,3
A069,SDC,,L309,L309,A067,L309 A067,3
A069,SDC,,L984,L984,A067,L984 A067,3
A069,SDC,,N300,N303,A068,N300 - N303 A068,3
A069,SDC,,N308,N309,A068,N308 - N309 A068,3
A069,SDC,,N481,N481,A068,N481 A068,3
A069,SDC,,N490,N490,A068,N490 A068,3
A069,SDC,,N760,N760,A068,N760 A068,3
A070,DSC,,B200,B206,B207,B200 - B206 B207,3
A070,DS,,B207,B208,,B207 - B208,3
A070,DSC,,B209,B209,B208,B209 B208,3
A070,DSC,,B210,B222,B227,B210 - B222 B227,3
A070,DS,,B227,B227,,B227,3
A070,DSC,,B230,B232,B227,B230 - B232 B227,3
A070,DSC,,B238,B24,B208,B238 - B24 B208,3
A072,LMC,,B200,B206,B207,B200 - B206 B207,3
A072,LMC,,B210,B222,B227,B210 - B222 B227,3
A072,LMC,,B230,B232,B227,B230 - B232 B227,3
A072,LMC,,B238,B24,B208,B238 - B24 B208,3
A072,DSC,,R75,R75,B208,R75 B208,3
A072,LMC,,R75,R75,B208,R75 B208,3
A078,DSC,,B200,B206,B207,B200 - B206 B207,4
A078,DS,,B207,B208,,B207 - B208,4
A078,DSC,,B209,B209,B208,B209 B208,4
A078,DSC,,B210,B222,B227,B210 - B222 B227,4
A078,DS,,B227,B227,,B227,4
A078,DSC,,B230,B232,B227,B230 - B232 B227,4
A078,DSC,,B238,B24,B208,B238 - B24 B208,4
A080,DSC,,B200,B202,B207,B200 - B202 B207,4
A080,DS,,B203,B203,,B203,4
A080,DSC,,B204,B206,B207,B204 - B206 B207,4
A080,DSC,,B208,B208,B207,B208 B207,4
A080,DSC,,B209,B209,B203,B209 B203,4
A080,DSC,,B210,B222,B227,B210 - B222 B227,4
A080,DS,,B227,B227,,B227,4
A080,DSC,,B230,B232,B227,B230 - B232 B227,4
A080,DSC,,B238,B24,B203,B238 - B24 B203,4
A083,DSC,,B200,B202,B207,B200 - B202 B207,4
A083,DS,,B203,B203,,B203,4
A083,DSC,,B204,B206,B207,B204 - B206 B207,4
A083,DSC,,B208,B208,B207,B208 B207,4
A083,DSC,,B209,B209,B203,B209 B203,4
A083,DSC,,B210,B222,B227,B210 - B222 B227,4
A083,DS,,B227,B227,,B227,4
A083,DSC,,B230,B232,B227,B230 - B232 B227,4
A083,DSC,,B238,B24,B203,B238 - B24 B203,4
A083,DS,,J09,J09,,J09,4
A083,DSC,,J1010,J1010,J108,J1010 J108,4
A083,DSC,,J1110,J1110,J118,J1110 J118,4
A083,DS,,U071,U072,,U071 - U072,4
A083,DS,,U099,U109,,U099 - U109,4
A085,DSC,,B200,B206,B207,B200 - B206 B207,4
A085,DS,,B207,B208,,B207 - B208,4
A085,DSC,,B209,B209,B208,B209 B208,4
A085,DSC,,B210,B222,B227,B210 - B222 B227,4
A085,DS,,B227,B227,,B227,4
A085,DSC,,B230,B232,B227,B230 - B232 B227,4
A085,DSC,,B238,B24,B208,B238 - B24 B208,4
A085,DS,,J09,J09,,J09,4
A085,DSC,,J1010,J1010,J108,J1010 J108,4
A085,DSC,,J1110,J1110,J118,J1110 J118,4
A085,DS,,U071,U072,,U071 - U072,4
A085,DS,,U099,U109,,U099 - U109,4
A090,DSC,,A029,A029,A020,A029 A020,4
A090,SMP,M,A183,A183,,M A183,4
A090,SMP,M,A222,A222,,M A222,4
A090,DSC,M,B059,B059,B054,M B059 B054,4
A090,DSC,,B200,B206,B207,B200 - B206 B207,4
A090,DS,,B207,B208,,B207 - B208,4
A090,DSC,,B209,B209,B208,B209 B208,4
A090,DSC,,B210,B222,B227,B210 - B222 B227,4
A090,DS,,B227,B227,,B227,4
A090,DSC,,B230,B232,B227,B230 - B232 B227,4
A090,DSC,,B238,B24,B208,B238 - B24 B208,4
A090,SMP,M,B378,B378,,M B378,4
A090,SMP,,B462,B462,,B462,4
A090,SMP,M,B49,B54,,M B49 - B54,4
A090,DSC,M,B572,B572,B573,M B572 B573,4
A090,DSC,M,B779,B779,B770,M B779 B770,4
A090,SMP,,B780,B780,,B780,4
A090,SMP,,B829,B829,,B829,4
A099,SMP,,A000,A090,,A000 - A090,4
A099,DSC,,B200,B206,B207,B200 - B206 B207,4
A099,DS,,B207,B208,,B207 - B208,4
A099,DSC,,B209,B209,B208,B209 B208,4
A099,DSC,,B210,B222,B227,B210 - B222 B227,4
A099,DS,,B227,B227,,B227,4
A099,DSC,,B230,B232,B227,B230 - B232 B227,4
A099,DSC,,B238,B24,B208,B238 - B24 B208,4
A099,SMP,,K510,K529,,K510 - K529,4
A150,LMC,,B201,B206,B207,B201 - B206 B207,4
A150,LMP,,B207,B207,,B207,4
A150,LMC,,B208,B208,B207,B208 B207,4
A150,LMC,,B210,B222,B227,B210 - B222 B227,4
A150,LMP,,B227,B227,,B227,4
A150,LMC,,B230,B232,B227,B230 - B232 B227,4
A150,LMC,,B238,B24,B200,B238 - B24 B200,4
A150,LMC,,J60,J64,J65,J60 - J64 J65,4
A150,DSC,,R75,R75,B200,R75 B200,4
A150,LMC,,R75,R75,B200,R75 B200,4
A159,SMP,,A150,A158,,A150 - A158,4
A159,LMC,,B201,B206,B207,B201 - B206 B207,4
A159,LMP,,B207,B207,,B207,4
A159,LMC,,B208,B208,B207,B208 B207,4
A159,LMC,,B210,B222,B227,B210 - B222 B227,4
A159,LMP,,B227,B227,,B227,4
A159,LMC,,B230,B232,B227,B230 - B232 B227,4
A159,LMC,,B238,B24,B200,B238 - B24 B200,5
A159,LMC,,J60,J64,J65,J60 - J64 J65,5
A159,DSC,,R75,R75,B200,R75 B200,5
A159,LMC,,R75,R75,B200,R75 B200,5
A160,LMC,,B201,B206,B207,B201 - B206 B207,5
A160,LMP,,B207,B207,,B207,5
A160,LMC,,B208,B208,B207,B208 B207,5
A160,LMC,,B210,B222,B227,B210 - B222 B227,5
A160,LMP,,B227,B227,,B227,5
A160,LMC,,B230,B232,B227,B230 - B232 B227,5
A160,LMC,,B238,B24,B200,B238 - B24 B200,5
A160,LMC,,J60,J64,J65,J60 - J64 J65,5
A160,DSC,,R75,R75,B200,R75 B200,5
A160,LMC,,R75,R75,B200,R75 B200,5
A169,SMP,,A150,A168,,A150 - A168,5
A169,LMC,,B201,B206,B207,B201 - B206 B207,5
A169,LMP,,B207,B207,,B207,5
A169,LMC,,B208,B208,B207,B208 B207,5
A169,LMC,,B210,B222,B227,B210 - B222 B227,5
A169,LMP,,B227,B227,,B227,5
A169,LMC,,B230,B232,B227,B230 - B232 B227,5
A169,LMC,,B238,B24,B200,B238 - B24 B200,5
A169,SMC,,G039,G039,A170,G039 A170,5
A169,LMC,,J60,J64,J65,J60 - J64 J65,5
A169,DSC,,R75,R75,B200,R75 B200,5
A169,LMC,,R75,R75,B200,R75 B200,5
A1690,SMP,,A150,A169,,A150 - A169,5
A1690,SMP,,A170,A199,,A170 - A199,5
A1690,SDC,M,A527,A527,A184,M A527 A184,5
A1690,SDC,M,B07,B07,A184,M B07 A184,5
A1690,LMC,,B201,B206,B207,B201 - B206 B207,5
A1690,LMP,,B207,B207,,B207,5
A1690,LMC,,B208,B208,B207,B208 B207,5
A1690,LMC,,B210,B222,B227,B210 - B222 B227,5
A1690,LMP,,B227,B227,,B227,5
A1690,LMC,,B230,B232,B227,B230 - B232 B227,5
A1690,LMC,,B238,B24,B200,B238 - B24 B200,5
A1690,SDC,,D649,D649,A188,D649 A188,5
A1690,SDC,M,D738,D738,A188,M D738 A188,5
A1690,SDC,M,E060,E063,A188,M E060 - E063 A188,5
A1690,SDC,M,E065,E069,A188,M E065 - E069 A188,5
A1690,SDC,,E271,E271,A187,E271 A187,5
A1690,SDC,M,E274,E274,A187,M E274 A187,5
A1690,SDC,,G030,G038,A170,G030 - G038 A170,5
A1690,SMC,,G039,G039,A170,G039 A170,5
A1690,SDC,,G042,G061,A178,G042 - G061 A178,5
A1690,SDC,M,G062,G062,A170,M G062 A170,5
A1690,SDC,M,G318,G319,A178,M G318 - G319 A178,5
A1690,SDC,M,G629,G629,A178,M G629 A178,5
A1690,SDC,,G822,G822,A180,G822 A180,5
A1690,SDC,M,G961,G961,A170,M G961 A170,5
A1690,SDC,M,H000,H119,A185,M H000 - H119 A185,5
A1690,SDC,M,H150,H409,A185,M H150 - H409 A185,5
A1690,SDC,M,H430,H579,A185,M H430 - H579 A185,5
A1690,SDC,M,H600,H669,A186,M H600 - H669 A186,5
A1690,SDC,M,H680,H939,A186,M H680 - H939 A186,5
A1690,SDC,,I310,I319,A188,I310 - I319 A188,5
A1690,SDC,,I340,I38,A188,I340 - I38 A188,5
A1690,SDC,,I400,I4220,A188,I400 - I4220 A188,5
A1690,SDC,,I428,I4290,A188,I428 - I4290 A188,5
A1690,SDC,,I514,I514,A188,I514 A188,5
A1690,SDC,,I519,I519,A188,I519 A188,5
A1690,SDC,,I677,I677,A188,I677 A188,5
A1690,SDC,,I776,I776,A188,I776 A188,5
A1690,SDC,,I880,I880,A183,I880 A183,5
A1690,SDC,,I881,I889,A182,I881 - I889 A182,5
A1690,SDC,,I891,I891,A182,I891 A182,5
A1690,SDC,,J029,J029,A168,J029 A168,5
A1690,SDC,,J039,J039,A168,J039 A168,5
A1690,SDC,,J040,J042,A164,J040 - J042 A164,5
A1690,SDC,,J13,J189,A162,J13 - J189 A162,5
A1690,SDC,,J209,J209,A164,J209 A164,5
A1690,SDC,,J219,J219,A164,J219 A164,5
A1690,SDC,,J310,J329,A168,J310 - J329 A168,5
A1690,SDC,M,J387,J387,A164,M J387 A164,5
A1690,SDC,,J390,J392,A168,J390 - J392 A168,5
A1690,SDC,M,J398,J398,A164,M J398 A164,5
A1690,SDC,,J399,J399,A168,J399 A168,5
A1690,SDC,,J40,J42,A164,J40 - J42 A164,5
A1690,SDC,,J459,J47,A162,J459 - J47 A162,5
A1690,SDC,,J841,J841,A162,J841 A162,5
A1690,SDC,,J850,J853,A162,J850 - J853 A162,5
A1690,SDC,M,J860,J860,A162,M J860 A162,5
A1690,SDC,M,J860,J860,A164,M J860 A164,5
A1690,SDC,,J869,J90,A165,J869 - J90 A165,5
A1690,SDC,,J930,J939,A162,J930 - J939 A162,5
A1690,SDC,,J942,J949,A165,J942 - J949 A165,5
A1690,SDC,,J980,J980,A164,J980 A164,5
A1690,SDC,,J981,J981,A162,J981 A162,5
A1690,SDC,M,J984,J984,A162,M J984 A162,5
A1690,SDC,M,J985,J985,A168,M J985 A168,5
A1690,SDC,,J989,J989,A162,J989 A162,5
A1690,SDC,,K20,K20,A188,K20 A188,6
A1690,SDC,,K290,K291,A188,K290 - K291 A188,6
A1690,SDC,,K293,K299,A188,K293 - K299 A188,6
A1690,SDC,,K316,K316,A183,K316 A183,6
A1690,SDC,,K352,K37,A183,K352 - K37 A183,6
A1690,SDC,,K529,K529,A183,K529 A183,6
A1690,SDC,,K603,K614,A183,K603 - K614 A183,6
A1690,SDC,,K624,K624,A183,K624 A183,6
A1690,SDC,,K626,K626,A183,K626 A183,6
A1690,SDC,M,K628,K628,A183,M K628 A183,6
A1690,SDC,,K630,K630,A183,K630 A183,6
A1690,SDC,,K632,K633,A183,K632 - K633 A183,6
A1690,SDC,,K650,K660,A183,K650 - K660 A183,6
A1690,SDC,M,K720,K729,A188,M K720 - K729 A188,6
A1690,SDC,,K759,K759,A188,K759 A188,6
A1690,SDC,M,K868,K868,A188,M K868 A188,6
A1690,SDC,,L020,L039,A182,L020 - L039 A182,6
A1690,SDC,,L040,L049,A183,L040 - L049 A183,6
A1690,SDC,,L089,L089,A184,L089 A184,6
A1690,SDC,M,L280,L280,A184,M L280 A184,6
A1690,SDC,,L52,L52,A184,L52 A184,6
A1690,SDC,,L539,L539,A184,L539 A184,6
A1690,SDC,,L930,L930,A184,L930 A184,6
A1690,SDC,,L984,L984,A184,L984 A184,6
A1690,SDC,,M130,M139,A180,M130 - M139 A180,6
A1690,SDC,,M169,M169,A180,M169 A180,6
A1690,SDC,,M255,M255,A180,M255 A180,6
A1690,SDC,,M259,M259,A180,M259 A180,6
A1690,SDC,,M400,M405,A180,M400 - M405 A180,6
A1690,SDC,,M415,M419,A180,M415 - M419 A180,6
A1690,SDC,,M439,M439,A180,M439 A180,6
A1690,SDC,,M469,M469,A180,M469 A180,6
A1690,SDC,,M489,M489,A180,M489 A180,6
A1690,SDC,,M600,M600,A188,M600 A188,6
A1690,SDC,,M601,M601,A180,M601 A180,6
A1690,SDC,,M608,M609,A180,M608 - M609 A180,6
A1690,SDC,,M650,M652,A180,M650 - M652 A180,6
A1690,SDC,,M658,M659,A180,M658 - M659 A180,6
A1690,SDC,,M674,M674,A180,M674 A180,6
A1690,SDC,M,M710,M713,A180,M M710 - M713 A180,6
A1690,SDC,M,M715,M719,A180,M M715 - M719 A180,6
A1690,SDC,,M790,M790,A180,M790 A180,6
A1690,SDC,,M797,M797,A180,M797 A180,6
A1690,SDC,,M860,M869,A180,M860 - M869 A180,6
A1690,SDC,,M910,M940,A180,M910 - M940 A180,6
A1690,SDC,M,M948,M948,A180,M M948 A180,6
A1690,SDC,,N000,N019,A181,N000 - N019 A181,6
A1690,SDC,,N030,N039,A181,N030 - N039 A181,6
A1690,SDC,,N050,N059,A181,N050 - N059 A181,6
A1690,SDC,,N12,N12,A181,N12 A181,6
A1690,SDC,,N133,N133,A181,N133 A181,6
A1690,SDC,,N136,N136,A181,N136 A181,6
A1690,SDC,,N151,N151,A181,N151 A181,6
A1690,SDC,,N159,N159,A181,N159 A181,6
A1690,SDC,,N26,N26,A181,N26 A181,6
A1690,SDC,M,N288,N288,A181,M N288 A181,6
A1690,SDC,,N289,N289,A181,N289 A181,6
A1690,SDC,,N300,N303,A181,N300 - N303 A181,6
A1690,SDC,,N308,N309,A181,N308 - N309 A181,6
A1690,SDC,M,N328,N328,A181,M N328 A181,6
A1690,SDC,,N360,N360,A181,N360 A181,6
A1690,SDC,,N390,N390,A181,N390 A181,6
A1690,SDC,,N410,N419,A181,N410 - N419 A181,6
A1690,SDC,,N450,N459,A181,N450 - N459 A181,6
A1690,SDC,,N490,N499,A181,N490 - N499 A181,6
A1690,SDC,M,N508,N508,A181,M N508 A181,6
A1690,SDC,,N760,N768,A181,N760 - N768 A181,6
A1690,SDC,,N820,N829,A181,N820 - N829 A181,6
A1690,SDC,,N832,N832,A181,N832 A181,6
A1690,SDC,,R048,R048,A162,R048 A162,6
A1690,SDC,,R091,R091,A165,R091 A165,6
A1690,SDC,,R18,R18,A183,R18 A183,6
A1690,SDC,,R31,R31,A181,R31 A181,6
A1690,SDC,,R590,R599,A182,R590 - R599 A182,6
A1690,DSC,,R75,R75,B200,R75 B200,6
A1690,LMC,,R75,R75,B200,R75 B200,6
A170,LMP,M,A150,A1690,,M A150 - A1690,6
A170,LMC,,B201,B206,B207,B201 - B206 B207,6
A170,LMP,,B207,B207,,B207,6
A170,LMC,,B208,B208,B207,B208 B207,6
A170,LMC,,B210,B222,B227,B210 - B222 B227,6
A170,LMP,,B227,B227,,B227,6
A170,LMC,,B230,B232,B227,B230 - B232 B227,6
A170,LMC,,B238,B24,B200,B238 - B24 B200,6
A170,DSC,,R75,R75,B200,R75 B200,6
A170,LMC,,R75,R75,B200,R75 B200,6
A179,LMP,M,A150,A1690,,M A150 - A1690,6
A179,SMP,,A170,A178,,A170 - A178,6
A179,LMC,,B201,B206,B207,B201 - B206 B207,6
A179,LMP,,B207,B207,,B207,6
A179,LMC,,B208,B208,B207,B208 B207,6
A179,LMC,,B210,B222,B227,B210 - B222 B227,6
A179,LMP,,B227,B227,,B227,6
A179,LMC,,B230,B232,B227,B230 - B232 B227,6
A179,LMC,,B238,B24,B200,B238 - B24 B200,7
A179,DSC,,R75,R75,B200,R75 B200,7
A179,LMC,,R75,R75,B200,R75 B200,7
A180,LMP,M,A150,A1690,,M A150 - A1690,7
A180,LMC,,B201,B206,B207,B201 - B206 B207,7
A180,LMP,,B207,B207,,B207,7
A180,LMC,,B208,B208,B207,B208 B207,7
A180,LMC,,B210,B222,B227,B210 - B222 B227,7
A180,LMP,,B227,B227,,B227,7
A180,LMC,,B230,B232,B227,B230 - B232 B227,7
A180,LMC,,B238,B24,B200,B238 - B24 B200,7
A180,DSC,,R75,R75,B200,R75 B200,7
